,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,total_loss,style_loss,content_loss
0,0.0,0.0,0.0,0.9543098157527856,0.9543098156542207,9.509907883398227e-10
1,0.1,0.00166666666666666,0.00166666666666666,0.9879059508027664,0.9543096711494339,0.03359626872657921
2,0.2,0.0033333333333333296,0.0033333333333333296,133.18878208983068,0.9543491196007622,132.2344343710256
3,0.3,0.005,0.005,439.0291021347046,0.9544166041413943,438.07469617207846
4,0.4,0.006666666666666659,0.006666666666666659,565.1883373514811,0.9548593595375617,564.2334847005208
5,0.5,0.00833333333333333,0.00833333333333333,481.02860610961915,0.9552159307008454,480.0733928934733
6,0.6,0.01,0.01,424.6405645243327,0.9554356157399404,423.68512980143225
7,0.7,0.01166666666666666,0.01166666666666666,414.5069767252604,0.9555876790976617,413.55138712565105
8,0.8,0.01333333333333333,0.01333333333333333,357.3431479644775,0.9557285727319929,356.3874203491211
9,0.9,0.015,0.015,331.4370218658447,0.9558059775499472,330.481218439738
10,1.0,0.01666666666666666,0.01666666666666666,310.6271138763428,0.9558856122017219,309.67122787475586
11,1.1,0.01833333333333333,0.01833333333333333,293.11247497558594,0.9559442783317837,292.15653147379555
12,1.2,0.02,0.02,271.85968276977536,0.9560041699651629,270.9036784362793
13,1.3,0.02166666666666666,0.02166666666666666,254.14294596354165,0.9560479553897554,253.18689877827964
14,1.4,0.02333333333333333,0.02333333333333333,247.62905242919925,0.9560946090666889,246.6729561360677
15,1.5,0.025,0.025,239.38044802347818,0.9561300101938347,238.42431971232094
16,1.6,0.02666666666666666,0.02666666666666666,228.95936548868812,0.9561646007606759,228.003202234904
17,1.7,0.028333333333333332,0.028333333333333332,217.79861017862953,0.9562071191038315,216.84240295410154
18,1.8,0.03,0.03,219.75314206441243,0.9562490476062522,218.7968890380859
19,1.9,0.03166666666666666,0.03166666666666666,215.83743892669676,0.9562956835950415,214.88114495595295
20,2.0,0.03333333333333333,0.03333333333333333,207.24599210103352,0.9563287995778955,206.28966372172036
21,2.1,0.034999999999999996,0.034999999999999996,204.73334007263185,0.9563706628341848,203.7769692738851
22,2.2,0.03666666666666666,0.03666666666666666,194.3681993865967,0.9563952529461434,193.41180496215821
23,2.3,0.03833333333333333,0.03833333333333333,197.95339303334555,0.9564339128159919,196.9969589996338
24,2.4,0.04,0.04,191.63122500101727,0.9564681587321683,190.6747548421224
25,2.5,0.04166666666666667,0.04166666666666667,184.430119005839,0.9564986099496794,183.47362122853596
26,2.6,0.04333333333333333,0.04333333333333333,179.78280260721843,0.9565391941973939,178.82626441955568
27,2.7,0.045,0.045,177.69662095387775,0.9565761217086888,176.74004561106364
28,2.8,0.04666666666666667,0.04666666666666667,175.25079602559407,0.9566037775498504,174.2941910680135
29,2.9,0.048333333333333325,0.048333333333333325,176.9735599263509,0.9566366164215531,176.01692262013754
30,3.0,0.05,0.05,174.89763234456382,0.9566779132730637,173.94095376332604
31,3.1,0.05166666666666667,0.05166666666666667,169.63789783477782,0.9567080369902154,168.68118900299072
32,3.2,0.05333333333333333,0.05333333333333333,167.74009979248046,0.9567458844409945,166.78335358937582
33,3.3,0.05500000000000001,0.05500000000000001,166.8973314921061,0.9567861980952632,165.9405442047119
34,3.4,0.056666666666666664,0.056666666666666664,169.35666784922282,0.9568154980847613,168.39985323588053
35,3.5,0.058333333333333334,0.058333333333333334,168.85734849294028,0.956860336533282,167.90048805236816
36,3.6,0.06,0.06,165.94160415649415,0.9568968883544826,164.9847091039022
37,3.7,0.06166666666666667,0.06166666666666667,162.86209317525226,0.9569441868473465,161.90514905293782
38,3.8,0.06333333333333332,0.06333333333333332,167.38986021677653,0.9569788342714309,166.43288138071696
39,3.9,0.065,0.065,160.9679482269287,0.957017743306545,160.01092891693116
40,4.0,0.06666666666666667,0.06666666666666667,158.6216755549113,0.9570579523034393,157.66461840311686
41,4.1,0.06833333333333333,0.06833333333333333,159.33934321085613,0.9570855538042572,158.38225613911945
42,4.2,0.06999999999999999,0.06999999999999999,162.77148429870607,0.9571356748836115,161.81434903462727
43,4.3,0.07166666666666667,0.07166666666666667,160.80494951883952,0.9571711245474095,159.8477779642741
44,4.4,0.07333333333333333,0.07333333333333333,157.18659952799482,0.9572356697125362,156.22936275482178
45,4.5,0.075,0.075,155.35069801330567,0.9572605552283736,154.3934366607666
46,4.6,0.07666666666666667,0.07666666666666667,150.32433086395264,0.9573035051021724,149.36702892303467
47,4.7,0.07833333333333334,0.07833333333333334,151.15107192993165,0.9573369893610166,150.19373315175375
48,4.8,0.08,0.08,148.4377310434977,0.9573817336652428,147.48034858703613
49,4.9,0.08166666666666667,0.08166666666666667,149.89245105743407,0.9574112466854665,148.9350411605835
50,5.0,0.08333333333333334,0.08333333333333334,146.5728919474284,0.9574484741796428,145.61544434865317
51,5.1,0.08499999999999999,0.08499999999999999,147.89224044799806,0.9574863379689245,146.93475323994954
52,5.2,0.08666666666666667,0.08666666666666667,151.12779337565104,0.9575300901972998,150.17026142120363
53,5.3,0.08833333333333333,0.08833333333333333,147.9737919998169,0.957566882527123,147.01622425079344
54,5.4,0.09,0.09,148.6309787241618,0.9576123275250816,147.67336791992187
55,5.5,0.09166666666666666,0.09166666666666666,148.30190450032552,0.9576528514199889,147.34425102233885
56,5.6,0.09333333333333332,0.09333333333333332,141.12338584899902,0.9576927490043454,140.16569238026938
57,5.7,0.095,0.095,142.24835028330486,0.9577185965430303,141.2906306838989
58,5.8,0.09666666666666668,0.09666666666666668,141.66255893707276,0.9577660069676737,140.70479329427081
59,5.9,0.09833333333333331,0.09833333333333331,140.80189582824707,0.9577954567456619,139.84410097757976
60,6.0,0.1,0.1,137.69864415486654,0.9578412607056089,136.7408028793335
61,6.1,0.10166666666666666,0.10166666666666666,136.92823365529378,0.9578799848731918,135.97035265604654
62,6.2,0.10333333333333335,0.10333333333333335,136.47816907246906,0.9579276818362995,135.5202401479085
63,6.3,0.10500000000000001,0.10500000000000001,138.89559640248618,0.9579676094922858,137.9376294072469
64,6.4,0.10666666666666669,0.10666666666666669,141.01025318145753,0.9580004922618779,140.0522533416748
65,6.5,0.10833333333333332,0.10833333333333332,139.60381034851076,0.9580396708644304,138.64577016194661
66,6.6,0.11000000000000001,0.11000000000000001,135.2036742655436,0.9580827377309712,134.24559187571208
67,6.7,0.11166666666666666,0.11166666666666666,135.97105734507244,0.9581195006791191,135.0129376602173
68,6.8,0.11333333333333333,0.11333333333333333,132.50668440500894,0.9581529378828904,131.54853154500324
69,6.9,0.11499999999999999,0.11499999999999999,130.14051507314048,0.9581926314951852,129.18232290903728
70,7.0,0.11666666666666667,0.11666666666666667,130.81176054636637,0.9582258106038595,129.85353649139404
71,7.1,0.11833333333333332,0.11833333333333332,130.9441405995687,0.9582535033781703,129.985886370341
72,7.2,0.12,0.12,130.54474322001138,0.9583024518401363,129.58644107818606
73,7.3,0.12166666666666666,0.12166666666666666,126.80369097391765,0.9583173519675621,125.84537537892659
74,7.4,0.12333333333333334,0.12333333333333334,127.60170710245768,0.9583558671580008,126.64335145314536
75,7.5,0.125,0.125,129.0149961980184,0.9583963883877733,128.0565998204549
76,7.6,0.12666666666666665,0.12666666666666665,127.34738836924234,0.9584367253080319,126.38895108540854
77,7.7,0.12833333333333335,0.12833333333333335,122.29189726511638,0.9584691875016628,121.33342735290528
78,7.8,0.13,0.13,120.98886384328208,0.9584959378396161,120.03036844889323
79,7.9,0.13166666666666668,0.13166666666666668,119.86874989827474,0.958536515998033,118.91021237691243
80,8.0,0.13333333333333333,0.13333333333333333,121.75763795216878,0.9585629707792153,120.79907470703124
81,8.1,0.135,0.135,121.68816975911459,0.9586006571507703,120.72956900278727
82,8.2,0.13666666666666666,0.13666666666666666,124.75703239440918,0.958635997592161,123.79839698791504
83,8.3,0.13833333333333334,0.13833333333333334,123.69007649739584,0.9586653317425711,122.73141236623128
84,8.4,0.13999999999999999,0.13999999999999999,121.50801344553629,0.9586997043481096,120.54931435902913
85,8.5,0.14166666666666666,0.14166666666666666,124.89570964813234,0.9587214091156298,123.93698899586995
86,8.6,0.1433333333333333,0.1433333333333333,121.77819651285809,0.9587701345421374,120.81942715962728
87,8.7,0.145,0.145,121.1331419245402,0.9588021589528459,120.17433931986491
88,8.8,0.14666666666666667,0.14666666666666667,118.8978764216105,0.9588577632598267,117.93901739756265
89,8.9,0.14833333333333334,0.14833333333333334,117.99576351165771,0.9588699582677023,117.03689303080242
90,9.0,0.15,0.15,119.72164956410725,0.958909608310399,118.76274058024089
91,9.1,0.15166666666666667,0.15166666666666667,118.68072868347167,0.95894044719326,117.72178943634033
92,9.2,0.15333333333333335,0.15333333333333335,118.51315606435139,0.9589623998121048,117.55419429779053
93,9.3,0.155,0.155,119.47788358052571,0.9590006122319028,118.51888294219971
94,9.4,0.15666666666666668,0.15666666666666668,120.01527558644611,0.959029082340033,119.05624862670898
95,9.5,0.15833333333333333,0.15833333333333333,119.13830333709716,0.9590712372927616,118.17923343658447
96,9.6,0.16,0.16,114.30229011535644,0.9591030455054715,113.34318689982096
97,9.7,0.16166666666666668,0.16166666666666668,114.98986317952475,0.9591304339569373,114.03073296864827
98,9.8,0.16333333333333333,0.16333333333333333,114.25392274220785,0.9591601525611864,113.29476319630939
99,9.9,0.16499999999999998,0.16499999999999998,113.32570687611897,0.9591915554762818,112.36651724497479
